ad_budget,num_leads,leads_answered,leads_not_answered,followup_1,followup_2,followup_3,followup_4,followup_5,not_closed,closed,calls_to_closed,calls_to_not_closed,customer_acquisition_cost,ltv_months,purchased,upsell,cumulative_profit,referred
5000,53,36,17,30,23,18,16,11,7,4,3,2,1250,31.0,1,0,15915.0,No
2500,34,21,13,16,12,10,9,6,3,3,2,5,833,35.0,1,1,26216.0,Yes
6000,61,39,22,32,23,19,17,13,9,4,5,5,1500,10.0,1,1,5273.0,No
1500,24,13,11,10,7,6,5,4,3,1,6,3,1500,7.0,1,0,1741.0,No
10000,80,46,34,36,28,21,19,13,8,5,5,3,2000,10.0,1,0,3793.0,No
2000,32,21,11,16,12,10,9,6,3,3,2,5,666,40.0,1,1,31598.0,Yes
2500,35,24,11,19,14,12,11,8,5,3,2,5,833,34.0,1,1,24476.0,No
800,17,8,9,6,4,4,4,2,1,1,6,6,800,4.0,1,0,1092.0,No
1000,19,10,9,7,6,4,4,2,1,1,7,5,1000,7.0,0,0,0.0,No
3000,37,27,10,22,15,13,11,9,4,5,2,6,600,38.0,1,1,27239.0,Yes
2000,29,16,13,13,9,7,6,5,3,2,2,4,1000,35.0,1,0,17610.0,No
8000,68,43,25,36,25,20,18,12,8,4,5,4,2000,10.0,0,0,0.0,No
500,13,5,8,4,3,2,2,1,1,0,0,3,0,1.0,0,0,0.0,No
2500,34,22,12,16,12,9,8,6,3,3,2,3,833,34.0,1,1,25025.0,Yes
2000,28,16,12,13,9,7,7,5,3,2,2,4,1000,40.0,1,1,29161.0,No
500,14,7,7,5,4,3,3,2,1,1,7,3,500,7.0,1,0,1786.0,No
1000,20,10,10,7,6,4,4,3,2,1,7,1,1000,9.0,1,0,2452.0,No
2500,32,22,10,17,12,10,8,6,4,2,3,3,1250,32.0,1,1,23766.0,Yes
3000,37,25,12,20,14,12,10,7,4,3,2,5,1000,38.0,1,1,27446.0,Yes
2500,35,22,13,16,12,10,9,6,3,3,2,4,833,34.0,1,1,25435.0,No
3000,43,27,16,21,16,13,11,8,4,4,3,4,750,30.0,1,1,21814.0,Yes
4000,43,28,15,22,16,14,13,8,5,3,3,3,1333,24.0,1,1,17672.0,Yes
500,14,6,8,4,3,2,2,1,1,0,0,4,0,19.0,0,0,0.0,No
3000,42,30,12,24,17,14,13,8,5,3,2,6,1000,40.0,1,1,32529.0,Yes
15000,98,49,49,37,29,24,22,16,10,6,6,5,2500,3.0,1,0,1162.0,No
3000,38,25,13,20,14,11,10,7,3,4,3,4,750,31.0,1,1,22850.0,Yes
5000,49,35,14,29,21,16,15,9,6,3,3,3,1666,25.0,1,1,17733.0,Yes
2000,30,17,13,13,10,8,7,5,3,2,3,6,1000,27.0,1,0,13581.0,Yes
7000,64,40,24,33,26,22,19,15,10,5,6,5,1400,5.0,1,0,1901.0,No
7000,67,41,26,30,22,17,16,11,8,3,5,3,2333,9.0,1,0,3202.0,No
3000,41,28,13,23,18,14,13,10,6,4,2,2,750,39.0,1,1,29488.0,Yes
15000,97,52,45,41,31,25,22,16,12,4,5,3,3750,10.0,1,0,3941.0,No
1000,17,8,9,6,4,4,3,2,2,0,0,4,0,3.0,0,0,0.0,No
500,13,5,8,4,2,2,1,1,0,1,5,0,500,10.0,1,0,2391.0,No
7000,66,39,27,31,24,19,17,12,8,4,5,5,1750,12.0,1,1,7316.0,No
7000,65,41,24,32,23,18,16,12,9,3,5,4,2333,10.0,1,0,3240.0,No
1000,19,9,10,6,5,4,3,2,2,0,0,4,0,13.0,0,0,0.0,No
2000,30,19,11,14,10,8,7,5,2,3,2,6,666,41.0,1,0,20830.0,No
500,14,6,8,4,3,2,2,1,1,0,0,4,0,4.0,0,0,0.0,No
2000,31,19,12,15,12,10,8,6,4,2,2,4,1000,29.0,1,0,16170.0,No
7000,63,37,26,29,21,18,16,12,7,5,5,3,1400,11.0,1,0,4441.0,No
3000,37,27,10,21,14,11,10,7,3,4,2,6,750,36.0,1,1,26608.0,No
2500,34,24,10,18,14,11,10,6,3,3,2,5,833,36.0,1,1,28303.0,Yes
2500,38,24,14,18,13,11,9,7,5,2,2,3,1250,36.0,1,0,19781.0,Yes
500,13,6,7,4,3,2,2,1,1,0,0,3,0,22.0,0,0,0.0,No
2000,30,17,13,13,10,8,7,5,3,2,3,2,1000,27.0,1,1,20841.0,Yes
5000,51,35,16,27,21,18,15,10,7,3,3,4,1666,29.0,1,0,14575.0,No
15000,109,58,51,49,35,29,27,19,14,5,4,3,3000,19.0,0,0,0.0,No
8000,78,47,31,37,30,26,24,16,13,3,6,3,2666,6.0,1,1,3775.0,No
500,13,7,6,5,4,3,3,2,1,1,7,5,500,7.0,1,0,1465.0,No
10000,80,49,31,40,28,25,23,17,12,5,4,5,2000,18.0,1,0,6670.0,Yes
7000,65,42,23,32,24,20,18,12,9,3,4,5,2333,16.0,1,0,5563.0,No
7000,55,33,22,27,21,16,15,10,7,3,4,3,2333,20.0,1,0,8230.0,Yes
3000,40,29,11,23,16,13,12,9,5,4,3,3,750,33.0,1,0,18700.0,No
2500,35,22,13,17,13,11,10,8,4,4,2,3,625,43.0,1,1,29551.0,Yes
2000,31,17,14,12,10,8,7,5,2,3,2,6,666,42.0,1,0,22196.0,No
800,16,8,8,6,4,4,3,2,2,0,0,4,0,1.0,0,0,0.0,No
2000,29,16,13,12,9,7,6,4,2,2,2,6,1000,37.0,1,1,27603.0,Yes
2000,29,18,11,14,11,8,7,5,3,2,3,5,1000,26.0,1,1,19252.0,No
3000,41,29,12,23,16,12,11,8,3,5,3,4,600,29.0,1,1,22035.0,Yes
6000,57,34,23,28,20,17,15,9,6,3,5,5,2000,10.0,1,0,3627.0,No
3000,43,26,17,21,16,13,12,8,5,3,1,2,1000,39.0,1,1,26481.0,Yes
800,18,8,10,6,4,4,3,2,2,0,0,2,0,4.0,0,0,0.0,No
15000,94,52,42,42,31,26,24,15,11,4,5,4,3750,13.0,1,0,4496.0,No
12000,88,52,36,40,28,23,20,14,9,5,6,4,2400,4.0,1,0,1357.0,No
7000,62,42,20,32,24,20,18,13,9,4,5,6,1750,12.0,1,0,5267.0,No
20000,105,54,51,43,31,25,22,17,14,3,5,3,6666,10.0,1,0,3471.0,No
4000,50,35,15,29,21,16,14,9,5,4,3,4,1000,32.0,1,1,22674.0,Yes
15000,106,61,45,47,34,28,24,19,15,4,6,5,3750,7.0,1,0,2643.0,No
1000,20,10,10,8,6,5,4,3,2,1,6,4,1000,7.0,1,0,1916.0,No
2500,35,24,11,19,15,13,12,9,5,4,2,5,625,40.0,1,1,29038.0,Yes
2000,28,14,14,11,8,7,6,4,3,1,3,3,2000,26.0,1,1,21250.0,No
1500,25,14,11,11,8,7,6,4,3,1,6,5,1500,7.0,0,0,0.0,No
1500,27,14,13,10,7,6,5,4,3,1,4,5,1500,18.0,1,0,4770.0,No
4000,43,28,15,22,17,13,12,8,5,3,2,5,1333,40.0,1,0,19965.0,Yes
7000,55,36,19,29,21,16,15,9,7,2,5,3,3500,10.0,1,0,3244.0,No
4000,45,31,14,26,19,16,14,10,5,5,3,3,800,28.0,1,1,21396.0,Yes
1500,25,15,10,11,8,7,6,4,3,1,5,3,1500,16.0,1,1,7509.0,Yes
7000,65,41,24,33,23,20,18,12,8,4,5,3,1750,12.0,1,0,3868.0,Yes
5000,55,34,21,27,19,16,15,10,7,3,2,3,1666,26.0,1,0,14402.0,No
2500,36,20,16,16,12,10,9,7,5,2,3,4,1250,22.0,1,1,15927.0,No
5000,53,36,17,27,21,18,16,10,6,4,2,3,1250,34.0,1,1,26333.0,Yes
2000,32,18,14,14,10,8,7,5,3,2,2,4,1000,34.0,1,1,26124.0,Yes
2500,31,19,12,15,11,9,8,5,3,2,3,3,1250,26.0,1,1,20751.0,Yes
12000,92,44,48,34,27,21,19,14,10,4,5,4,3000,13.0,1,0,4028.0,No
2000,31,17,14,12,9,8,7,5,3,2,2,4,1000,42.0,1,1,32358.0,Yes
3000,36,24,12,18,13,11,10,7,4,3,2,4,1000,38.0,1,0,20277.0,No
10000,73,47,26,37,27,22,20,16,11,5,6,4,2000,4.0,1,0,1629.0,No
5000,50,34,16,27,20,16,15,11,5,6,2,4,833,40.0,1,0,22760.0,No
800,16,9,7,7,4,4,3,2,1,1,6,3,800,7.0,1,0,2070.0,No
1500,26,14,12,11,8,6,6,3,2,1,6,3,1500,6.0,1,0,1396.0,No
500,12,6,6,4,3,2,2,1,1,0,0,5,0,3.0,0,0,0.0,No
5000,50,34,16,27,21,17,15,11,6,5,2,5,1000,41.0,1,1,30895.0,No
3000,37,26,11,20,15,12,11,8,5,3,2,3,1000,40.0,1,1,31861.0,Yes
1500,27,15,12,12,9,7,6,5,3,2,6,4,750,9.0,1,0,2106.0,No
15000,102,60,42,45,34,26,23,17,14,3,4,2,5000,17.0,1,1,10539.0,No
3000,38,26,12,20,14,12,11,7,5,2,1,4,1500,39.0,1,1,26008.0,Yes
2000,30,16,14,12,9,7,6,4,3,1,3,3,2000,27.0,1,1,18461.0,Yes
3000,42,28,14,22,16,13,11,8,5,3,3,4,1000,28.0,1,1,21068.0,Yes
5000,50,33,17,26,21,18,16,12,7,5,3,5,1000,30.0,1,1,22297.0,Yes
1000,21,10,11,7,6,4,4,3,2,1,7,2,1000,6.0,1,0,1443.0,No
2000,30,15,15,11,8,6,6,4,3,1,2,3,2000,36.0,1,0,19756.0,No
7000,64,39,25,32,24,20,19,14,11,3,5,3,2333,11.0,1,0,3860.0,No
3000,44,30,14,25,18,15,13,9,6,3,2,2,1000,37.0,1,1,28924.0,Yes
4000,43,29,14,22,16,14,12,8,5,3,2,5,1333,40.0,1,0,19557.0,Yes
2500,34,24,10,18,14,11,10,7,3,4,2,4,625,41.0,1,1,,Yes
800,16,8,8,6,5,4,3,2,2,0,0,6,0,6.0,0,0,0.0,No
1500,27,15,12,12,9,7,6,4,2,2,6,3,750,6.0,1,0,1621.0,Yes
3000,42,28,14,23,17,14,13,9,5,4,2,2,750,32.0,1,1,23635.0,Yes
1500,28,16,12,13,9,7,6,4,3,1,7,5,1500,8.0,1,0,1933.0,No
800,18,9,9,7,5,4,3,2,1,1,6,4,800,4.0,1,0,910.0,No
8000,69,37,32,29,22,18,16,11,8,3,4,4,2666,17.0,1,0,6120.0,No
20000,119,64,55,52,39,31,27,19,14,5,5,5,4000,14.0,1,0,5090.0,No
7000,58,32,26,26,19,15,13,10,6,4,4,4,1750,18.0,1,1,10164.0,No
8000,78,52,26,41,32,25,23,17,11,6,5,5,1333,12.0,1,0,3946.0,No
2000,31,17,14,13,10,8,7,5,4,1,2,3,2000,28.0,1,0,12973.0,No
15000,99,53,46,42,31,27,24,19,14,5,5,3,3000,12.0,1,0,3913.0,No
1500,27,16,11,12,9,7,7,5,4,1,6,4,1500,6.0,1,0,1605.0,No
15000,96,54,42,42,30,24,21,15,11,4,5,5,3750,11.0,1,0,3275.0,No
20000,124,62,62,52,39,32,30,21,15,6,5,4,3333,14.0,1,0,5023.0,No
6000,58,35,23,27,21,17,15,12,8,4,5,4,1500,11.0,1,0,4018.0,No
20000,126,67,59,52,40,33,30,21,17,4,4,1,5000,23.0,1,0,8078.0,No
4000,46,28,18,22,16,14,13,10,6,4,3,2,1000,34.0,1,1,25475.0,Yes
2000,27,14,13,11,9,7,7,5,3,2,2,2,1000,40.0,1,1,31885.0,Yes
2500,35,23,12,18,13,11,10,7,3,4,2,4,625,35.0,1,1,25521.0,Yes
4000,49,33,16,26,19,15,14,10,7,3,4,3,1333,24.0,1,1,17799.0,Yes
1000,20,8,12,6,5,4,4,2,1,1,7,6,1000,10.0,1,0,2202.0,No
4000,48,34,14,28,22,18,17,12,7,5,2,4,800,33.0,1,1,26298.0,Yes
20000,114,62,52,49,37,31,28,20,15,5,5,4,4000,12.0,1,0,4188.0,Yes
1500,25,14,11,11,7,6,6,4,2,2,6,3,750,7.0,1,0,1753.0,No
7000,62,39,23,31,22,19,18,12,8,4,5,3,1750,7.0,1,0,2635.0,No
10000,83,48,35,38,31,25,23,17,12,5,5,6,2000,10.0,1,0,3499.0,No
12000,89,50,39,41,29,25,22,15,10,5,5,6,2400,12.0,1,0,5004.0,No
15000,106,56,50,45,33,26,23,17,12,5,4,4,3000,18.0,1,1,11173.0,No
3000,41,26,15,20,14,12,11,8,4,4,2,2,750,38.0,1,1,26588.0,Yes
15000,106,60,46,48,37,30,27,21,15,6,5,4,2500,11.0,1,0,4325.0,No
6000,60,40,20,34,27,22,20,14,8,6,5,4,1000,11.0,1,0,3692.0,No
1500,24,14,10,11,8,6,6,4,3,1,6,4,1500,7.0,1,0,1818.0,No
3000,39,27,12,22,17,14,12,8,5,3,2,2,1000,32.0,1,1,23634.0,Yes
6000,57,34,23,26,21,17,15,10,8,2,5,6,3000,10.0,1,0,3134.0,No
2000,29,14,15,11,8,7,6,4,3,1,3,3,2000,30.0,1,1,22133.0,No
5000,51,37,14,31,23,18,16,11,6,5,2,3,1000,35.0,1,0,16403.0,No
5000,49,37,12,28,21,18,17,12,6,6,3,4,833,31.0,1,1,23297.0,No
1500,22,14,8,11,8,6,6,4,2,2,5,5,750,13.0,1,1,6170.0,No
4000,44,29,15,21,15,12,11,8,5,3,1,5,1333,35.0,1,1,27378.0,Yes
7000,65,37,28,29,22,18,16,11,7,4,4,3,1750,20.0,0,0,0.0,No
3000,35,22,13,18,13,10,10,6,4,2,1,3,1500,43.0,1,0,21388.0,No
500,13,5,8,4,3,2,2,1,1,0,0,2,0,8.0,0,0,0.0,No
500,14,6,8,4,3,3,2,1,1,0,0,4,0,1.0,0,0,0.0,No
2500,37,27,10,21,17,14,12,8,4,4,3,4,625,29.0,1,1,21545.0,Yes
12000,98,53,45,42,31,25,23,16,11,5,5,5,2400,10.0,1,0,3649.0,Yes
2000,31,18,13,13,9,7,6,5,3,2,2,3,1000,35.0,0,0,0.0,No
5000,56,41,15,33,26,19,17,12,8,4,3,5,1250,27.0,0,0,0.0,No
2000,29,16,13,12,9,7,6,4,2,2,2,5,1000,37.0,1,1,25412.0,Yes
2000,29,19,10,14,10,9,8,5,2,3,3,3,666,24.0,1,1,18320.0,Yes
8000,58,40,18,31,23,19,17,14,11,3,4,4,2666,20.0,1,1,11132.0,No
6000,63,38,25,32,25,19,17,12,8,4,4,5,1500,19.0,1,1,12454.0,No
1000,22,10,12,7,6,5,4,3,2,1,5,3,1000,14.0,1,1,6634.0,No
2500,33,23,10,19,14,11,10,8,4,4,3,4,625,28.0,1,1,20507.0,Yes
500,13,6,7,4,3,2,2,1,1,0,0,4,0,10.0,0,0,0.0,No
3000,37,23,14,18,14,11,9,7,4,3,2,4,1000,33.0,1,1,22293.0,Yes
5000,54,39,15,27,19,15,14,10,6,4,2,5,1250,32.0,1,1,22885.0,Yes
1000,21,11,10,8,6,5,4,3,3,0,0,5,0,14.0,0,0,0.0,No
2000,27,15,12,12,9,8,7,5,2,3,2,4,666,39.0,1,1,30177.0,No
2500,35,22,13,17,13,10,9,6,3,3,2,4,833,38.0,1,1,29717.0,Yes
12000,88,44,44,34,23,18,17,13,10,3,5,3,4000,7.0,1,0,2356.0,No
20000,122,67,55,52,40,32,29,19,14,5,4,4,4000,16.0,1,0,6074.0,No
800,18,8,10,6,4,3,3,2,1,1,4,3,800,17.0,1,1,8090.0,Yes
6000,58,35,23,26,20,16,14,10,7,3,5,6,2000,14.0,1,0,4583.0,No
2500,34,24,10,19,14,11,10,7,4,3,2,5,833,33.0,1,1,22777.0,Yes
2500,34,24,10,19,13,11,10,7,5,2,2,5,1250,39.0,0,0,0.0,No
6000,62,41,21,33,25,21,18,13,8,5,6,4,1200,8.0,1,0,2984.0,No
12000,91,46,45,35,25,21,19,13,9,4,5,4,3000,14.0,1,0,5251.0,No
15000,103,55,48,43,29,24,22,16,10,6,5,2,2500,13.0,1,1,8275.0,Yes
4000,42,29,13,22,17,14,12,8,4,4,3,3,1000,27.0,1,1,19837.0,Yes
2500,34,23,11,17,12,10,9,6,3,3,2,3,833,33.0,1,1,24331.0,Yes
7000,68,46,22,39,30,25,23,16,10,6,5,4,1166,13.0,1,1,8219.0,No
2000,30,17,13,13,10,8,7,5,3,2,1,4,1000,35.0,1,0,18272.0,No
4000,48,36,12,28,21,17,15,11,6,5,3,5,800,26.0,1,1,17537.0,No
2500,38,26,12,19,14,11,9,6,2,4,1,3,625,39.0,1,0,19373.0,Yes
5000,56,40,16,33,24,19,17,12,7,5,3,5,1000,24.0,1,1,17413.0,No
2000,30,17,13,12,9,7,7,4,2,2,1,3,1000,33.0,1,1,24967.0,Yes
1500,24,13,11,10,7,5,5,3,1,2,7,4,750,5.0,1,0,1254.0,No
12000,75,43,32,33,23,18,16,13,9,4,5,5,3000,8.0,1,0,2366.0,No
1000,19,10,9,7,5,4,3,3,1,2,6,5,500,9.0,1,0,2211.0,No
3000,38,26,12,20,15,13,11,8,5,3,2,3,1000,41.0,1,1,29741.0,Yes
2000,31,17,14,13,10,8,7,5,4,1,3,5,2000,25.0,1,0,14331.0,No
800,17,9,8,7,5,4,4,2,1,1,7,4,800,4.0,1,0,1173.0,No
800,17,7,10,5,4,3,2,1,0,1,4,0,800,19.0,1,0,5170.0,No
1500,23,12,11,9,7,5,5,3,2,1,6,3,1500,9.0,1,1,4273.0,No
10000,75,48,27,39,28,23,20,14,9,5,4,4,2000,15.0,1,0,5374.0,No
2000,31,17,14,13,10,8,8,6,3,3,3,3,666,26.0,1,1,19044.0,No
15000,113,64,49,55,40,32,29,20,12,8,5,5,1875,8.0,1,0,2346.0,No
4000,46,31,15,24,18,14,13,9,5,4,3,4,1000,29.0,1,1,21217.0,Yes
2500,35,24,11,19,13,11,10,7,4,3,2,4,833,35.0,1,1,24730.0,Yes
4000,49,31,18,25,17,14,13,10,6,4,3,4,1000,29.0,1,1,21983.0,Yes
3000,37,26,11,20,14,12,11,6,3,3,3,5,1000,27.0,1,0,13151.0,Yes
6000,60,39,21,32,23,18,16,12,8,4,4,6,1500,20.0,1,0,7074.0,Yes
2000,29,18,11,13,9,8,7,5,2,3,2,5,666,40.0,1,1,28701.0,Yes
2500,36,27,9,21,17,12,11,8,5,3,2,6,833,37.0,1,1,25584.0,Yes
10000,81,51,30,41,32,25,23,17,11,6,5,5,1666,15.0,1,1,9507.0,No
12000,91,51,40,42,34,27,24,18,11,7,5,4,1714,12.0,1,0,4494.0,No
10000,76,42,34,33,26,21,19,13,8,5,6,4,2000,6.0,1,0,2353.0,No
2500,36,23,13,17,13,10,9,6,3,3,3,1,833,29.0,1,1,22120.0,Yes
7000,73,44,29,33,25,21,18,12,9,3,4,4,2333,18.0,1,0,6615.0,No
3000,36,25,11,19,14,11,11,7,4,3,1,4,1000,35.0,1,1,26718.0,Yes
3000,38,24,14,18,13,11,10,7,5,2,2,4,1500,41.0,1,1,31532.0,No
1500,26,15,11,12,9,7,6,4,2,2,6,4,750,8.0,1,0,2086.0,Yes
4000,48,32,16,26,21,17,15,10,6,4,2,4,1000,33.0,1,1,24841.0,Yes
1500,24,13,11,10,7,6,6,4,3,1,6,3,1500,8.0,1,1,3735.0,No
2000,25,14,11,11,8,7,7,4,2,2,2,2,1000,34.0,1,1,25199.0,Yes
8000,76,45,31,34,26,21,18,12,9,3,5,3,2666,15.0,1,0,6351.0,No
1500,26,14,12,11,7,6,5,3,2,1,6,6,1500,8.0,1,0,2312.0,No
1000,18,7,11,5,3,3,3,2,2,0,0,3,0,3.0,0,0,0.0,No
800,17,8,9,6,4,3,3,2,1,1,7,3,800,7.0,1,0,1942.0,No
12000,98,52,46,42,29,25,22,15,10,5,5,4,2400,14.0,1,0,,No
3000,42,27,15,23,17,14,13,9,6,3,3,2,1000,28.0,1,1,20779.0,Yes
2500,36,25,11,18,14,12,10,7,4,3,2,3,833,38.0,1,1,30772.0,Yes
7000,64,41,23,31,23,18,17,13,9,4,5,5,1750,12.0,1,0,3749.0,No
8000,70,44,26,37,26,21,19,14,10,4,5,4,2000,12.0,0,0,0.0,No
2000,30,18,12,13,10,8,7,5,4,1,2,6,2000,35.0,1,0,18236.0,No
5000,56,39,17,30,22,18,15,10,5,5,3,2,1000,28.0,1,1,20314.0,Yes
7000,61,37,24,29,20,16,15,11,8,3,4,4,2333,18.0,1,1,10000.0,Yes
5000,50,33,17,24,19,15,14,11,5,6,2,4,833,38.0,1,1,28395.0,Yes
1500,27,15,12,11,8,7,6,4,3,1,5,4,1500,14.0,1,1,6974.0,No
10000,80,51,29,39,29,24,21,16,10,6,4,3,1666,19.0,1,1,10458.0,Yes
3000,42,30,12,23,17,15,13,10,7,3,2,3,1000,34.0,1,1,25057.0,Yes
2000,29,18,11,14,10,8,8,6,3,3,2,5,666,34.0,1,1,25682.0,Yes
2500,34,22,12,17,13,10,9,6,4,2,2,4,1250,43.0,1,1,32292.0,No
800,16,7,9,5,4,3,3,2,1,1,7,3,800,3.0,1,0,683.0,No
1000,20,10,10,8,6,5,4,3,3,0,0,6,0,9.0,0,0,0.0,No
6000,53,35,18,28,20,17,15,11,7,4,5,4,1500,13.0,1,0,5118.0,No
500,12,6,6,4,3,2,2,1,0,1,8,0,500,6.0,1,0,1487.0,No
2500,31,21,10,17,14,11,10,7,4,3,2,5,833,39.0,1,1,29665.0,Yes
3000,40,25,15,19,14,11,10,7,3,4,3,4,750,27.0,1,1,19008.0,Yes
800,18,8,10,6,5,4,3,2,1,1,6,3,800,6.0,1,0,1723.0,No
15000,91,51,40,40,27,23,20,14,11,3,5,4,5000,13.0,1,1,7105.0,No
2000,33,19,14,16,12,10,9,5,2,3,2,3,666,35.0,1,0,18774.0,No
2000,35,18,17,14,11,9,8,6,4,2,3,4,1000,24.0,1,1,18313.0,Yes
2000,30,17,13,13,9,8,7,5,2,3,2,4,666,36.0,1,0,20464.0,No
2000,29,17,12,13,10,8,7,5,3,2,2,5,1000,38.0,1,1,28188.0,Yes
500,15,6,9,4,3,3,2,1,0,1,6,0,500,5.0,1,0,1274.0,No
6000,54,35,19,29,21,20,18,12,8,4,7,5,1500,6.0,1,0,1962.0,No
15000,102,54,48,42,33,26,23,18,13,5,5,5,3000,9.0,1,0,3372.0,No
2000,30,18,12,14,11,9,8,5,2,3,3,4,666,30.0,1,1,21741.0,Yes
5000,57,37,20,29,20,16,14,10,5,5,2,5,1000,36.0,1,1,29109.0,Yes
6000,60,34,26,26,19,15,14,10,8,2,5,4,3000,10.0,1,0,3423.0,No
8000,68,40,28,31,24,18,16,10,7,3,4,5,2666,16.0,1,0,6366.0,No
2500,32,21,11,16,12,9,8,6,3,3,3,5,833,27.0,1,1,20274.0,Yes
2000,29,16,13,12,9,7,7,5,3,2,1,4,1000,36.0,1,1,27687.0,No
2000,28,15,13,11,8,7,6,4,2,2,3,3,1000,30.0,1,1,20880.0,Yes
6000,59,37,22,31,24,18,17,12,8,4,6,3,1500,6.0,1,0,2116.0,No
7000,62,38,24,31,23,20,17,14,10,4,5,4,1750,13.0,1,0,5279.0,No
1500,23,13,10,9,7,6,5,4,2,2,5,5,750,15.0,1,1,7217.0,No
2500,37,22,15,19,14,11,10,7,4,3,3,5,833,26.0,1,1,19252.0,Yes
10000,77,48,29,38,28,23,21,16,11,5,5,5,2000,12.0,1,0,4389.0,No
7000,59,36,23,27,20,16,15,10,8,2,5,5,3500,11.0,1,0,3807.0,Yes
20000,120,73,47,58,42,34,29,21,14,7,5,4,2857,9.0,1,0,4016.0,No
6000,59,34,25,27,20,16,14,10,6,4,4,6,1500,16.0,1,1,8879.0,Yes
2500,31,18,13,14,11,9,8,6,4,2,3,4,1250,27.0,0,0,0.0,No
4000,47,33,14,26,21,17,15,10,7,3,2,4,1333,37.0,1,1,26649.0,Yes
5000,49,33,16,26,20,16,14,11,6,5,3,4,1000,33.0,1,1,23416.0,Yes
1000,22,10,12,8,5,4,4,3,2,1,8,4,1000,6.0,1,0,1983.0,No
4000,47,29,18,22,17,14,13,8,4,4,2,3,1000,41.0,1,0,19269.0,Yes
5000,51,37,14,28,21,17,15,11,6,5,2,4,1000,37.0,1,0,16987.0,No
1500,24,15,9,12,9,7,7,4,3,1,6,4,1500,8.0,1,0,2158.0,No
7000,64,33,31,27,21,17,15,11,8,3,5,4,2333,10.0,1,0,4222.0,No
4000,48,31,17,25,18,15,14,9,6,3,2,5,1333,37.0,1,0,17835.0,No
15000,102,62,40,49,35,28,26,17,14,3,6,4,5000,5.0,1,0,2051.0,No
800,17,8,9,6,4,3,3,2,2,0,0,5,0,1.0,0,0,0.0,No
2000,30,16,14,13,10,8,7,5,2,3,3,3,666,30.0,1,1,23261.0,No
4000,44,29,15,23,15,12,12,8,4,4,3,5,1000,28.0,1,0,15278.0,No
2000,29,15,14,11,8,7,6,4,3,1,3,4,2000,31.0,1,0,16516.0,No
6000,51,28,23,21,16,13,12,9,5,4,5,4,1500,11.0,1,0,3942.0,No
6000,62,41,21,33,23,19,16,11,8,3,6,4,2000,5.0,1,0,1513.0,Yes
1000,20,8,12,6,5,4,3,2,1,1,6,4,1000,9.0,1,0,2190.0,No
3000,37,25,12,17,12,9,9,6,4,2,2,4,1500,37.0,1,0,19573.0,No
3000,43,30,13,23,18,14,13,9,6,3,2,3,1000,40.0,1,1,31931.0,Yes
2500,35,21,14,16,11,10,9,6,3,3,2,4,833,37.0,1,0,19325.0,No
12000,84,43,41,33,24,18,17,11,8,3,5,4,4000,11.0,0,0,0.0,No
8000,73,48,25,38,27,23,19,14,9,5,5,4,1600,11.0,1,0,3959.0,No
5000,54,37,17,28,19,17,14,10,6,4,2,3,1250,35.0,1,1,24828.0,Yes
6000,60,35,25,27,21,17,15,11,8,3,5,3,2000,14.0,1,0,5179.0,Yes
3000,38,27,11,21,15,12,11,7,4,3,2,4,1000,36.0,1,0,18683.0,No
12000,92,55,37,44,35,29,25,19,11,8,5,4,1500,12.0,1,0,4682.0,Yes
5000,52,35,17,29,23,19,17,12,7,5,2,4,1000,39.0,1,1,29864.0,Yes
6000,61,35,26,25,20,15,13,9,6,3,6,1,2000,5.0,1,0,1925.0,No
10000,71,42,29,34,25,20,19,14,9,5,5,4,2000,11.0,1,0,3891.0,No
2000,29,17,12,14,10,8,7,5,3,2,2,5,1000,39.0,1,1,28202.0,Yes
7000,71,43,28,34,26,21,19,13,8,5,5,3,1400,6.0,1,1,3739.0,No
1500,24,14,10,11,8,7,6,4,2,2,6,4,750,6.0,1,0,1706.0,No
2500,33,20,13,16,11,9,8,6,3,3,3,3,833,32.0,1,0,17102.0,No
2000,29,15,14,11,8,7,6,4,3,1,2,2,2000,35.0,1,0,19053.0,No
15000,95,52,43,40,28,24,22,15,11,4,5,4,3750,9.0,1,0,3198.0,No
8000,60,36,24,27,19,15,14,9,6,3,6,4,2666,6.0,1,0,2427.0,No
5000,52,34,18,27,20,16,14,10,5,5,2,4,1000,37.0,1,1,26365.0,Yes
6000,59,32,27,25,19,15,14,10,7,3,5,5,2000,12.0,1,0,4539.0,No
4000,46,31,15,24,17,14,13,10,5,5,2,4,800,38.0,1,0,18898.0,No
12000,88,48,40,40,32,26,23,16,11,5,4,3,2400,18.0,1,0,7346.0,No
3000,39,27,12,21,16,13,12,8,5,3,2,3,1000,27.0,1,1,19735.0,Yes
2500,37,25,12,21,15,12,11,7,4,3,2,3,833,34.0,1,0,16877.0,Yes
1500,25,14,11,10,7,6,5,4,3,1,6,4,1500,7.0,1,0,2064.0,No
7000,62,41,21,33,26,20,17,12,8,4,4,4,1750,17.0,1,1,9854.0,No
6000,58,32,26,25,20,17,16,11,7,4,5,5,1500,11.0,1,0,3847.0,No
2500,36,25,11,20,15,11,10,8,4,4,2,1,625,35.0,1,0,17617.0,No
500,14,6,8,4,3,2,2,1,0,1,6,0,500,3.0,1,0,830.0,No
8000,67,39,28,28,20,17,15,10,7,3,4,4,2666,20.0,1,0,7141.0,Yes
